"ngram","pubyear","count","rel_freq"
"3634","Room temperature",2009,2,6.1054925316089e-07
"3635","Wind wave",2006,2,8.15148723884673e-07
"3636","Grid connection",2010,2,1.07470142107769e-06
"3637","Angular displacement",2010,2,1.07470142107769e-06
"3638","Deep drawing",2009,2,6.1054925316089e-07
"3639","Fluid parcel",2013,2,6.35900729537112e-07
"3640","Mixed state",2011,2,1.08905947190417e-06
"3641","Fiber-reinforced concrete",2013,2,6.35900729537112e-07
"3642","Powder metallurgy",2011,2,1.08905947190417e-06
"3643","Electromagnetic induction",2015,2,5.97951478031412e-07
"3644","Automotive battery",2015,2,5.97951478031412e-07
"3645","Adjustable-speed drive",2011,2,1.08905947190417e-06
"3646","Duct (flow)",2008,2,5.65790709490234e-07
"3647","Kilometre zero",2013,2,6.35900729537112e-07
"3648","Characteristic class",2011,2,1.08905947190417e-06
"3649","Pressure sensor",2011,2,1.08905947190417e-06
"3650","Discretization",2014,2,5.41539754568768e-07
"3651","Data transmission",2012,2,1.18893552818758e-06
"3652","Step sequence",2013,2,6.35900729537112e-07
"3653","Plastic film",2011,2,1.08905947190417e-06
"3654","Right- and left-hand traffic",2012,2,1.18893552818758e-06
"3655","Polar coordinate system",2014,2,5.41539754568768e-07
"3656","Diode bridge",2006,2,8.15148723884673e-07
"3657","Current sensor",2009,2,6.1054925316089e-07
"3658","Number",2011,2,1.08905947190417e-06
"3659","Islanding",2013,2,6.35900729537112e-07
"3660","Advance ratio",2011,2,1.08905947190417e-06
"3661","Ferrite (magnet)",2009,2,6.1054925316089e-07
"3662","Uniform space",2013,2,6.35900729537112e-07
"3663","Angle of rotation",2007,2,6.84052078252822e-07
"3664","Quantity surveyor",2015,2,5.97951478031412e-07
"3665","Thermal management (electronics)",2011,2,1.08905947190417e-06
"3666","Water purification",2015,2,5.97951478031412e-07
"3667","Room temperature",2013,2,6.35900729537112e-07
"3668","Motive power",2009,2,6.1054925316089e-07
"3669","Radio-frequency engineering",2013,2,6.35900729537112e-07
"3670","Thermal resistance",2011,2,1.08905947190417e-06
"3671","Telecommunication",2011,2,1.08905947190417e-06
"3672","Copper loss",2011,2,1.08905947190417e-06
"3673","Distribution function",2015,2,5.97951478031412e-07
"3674","Electricity market",2011,2,1.08905947190417e-06
"3675","Floating raft system",2012,2,1.18893552818758e-06
"3676","Medical diagnosis",2011,2,1.08905947190417e-06
"3677","Reaction (physics)",2015,2,5.97951478031412e-07
"3678","Binder (material)",2009,2,6.1054925316089e-07
"3679","Speed",2007,2,6.84052078252822e-07
"3680","Intermediate good",2014,2,5.41539754568768e-07
"3681","Motor controller",2014,2,5.41539754568768e-07
"3682","Concentrated solar power",2014,2,5.41539754568768e-07
"3683","Sheet metal",2009,2,6.1054925316089e-07
"3684","Data acquisition",2008,2,5.65790709490234e-07
"3685","Paper machine",2009,2,6.1054925316089e-07
"3686","Automotive battery",2012,2,1.18893552818758e-06
"3687","Broadcast delay",2011,2,1.08905947190417e-06
"3688","Elbow",2011,2,1.08905947190417e-06
"3689","Nitric acid",2012,2,1.18893552818758e-06
"3690","Operating temperature",2011,2,1.08905947190417e-06
"3691","Capacity loss",2011,2,1.08905947190417e-06
"3692","Mast (sailing)",2011,2,1.08905947190417e-06
"3693","Critical distance",2008,2,5.65790709490234e-07
"3694","Angular velocity",2012,2,1.18893552818758e-06
"3695","Structural Damage",2012,2,1.18893552818758e-06
"3696","Contact area",2006,2,8.15148723884673e-07
"3697","Proportionality (mathematics)",2011,2,1.08905947190417e-06
"3698","Redox",2011,2,1.08905947190417e-06
"3699","Active load",2014,2,5.41539754568768e-07
"3700","High-altitude wind power",2015,2,5.97951478031412e-07
"3701","Bicycle handlebar",2009,2,6.1054925316089e-07
"3702","System model",2012,2,1.18893552818758e-06
"3703","Surface states",2014,2,5.41539754568768e-07
"3704","Strength reduction",2011,2,1.08905947190417e-06
"3705","Metal carbido complex",2013,2,6.35900729537112e-07
"3706","Leakage (electronics)",2011,2,1.08905947190417e-06
"3707","Visual meteorological conditions",2009,2,6.1054925316089e-07
"3708","Noise (electronics)",2008,2,5.65790709490234e-07
"3709","Management system",2013,2,6.35900729537112e-07
"3710","Friction",2010,2,1.07470142107769e-06
"3711","Fault detection and isolation",2012,2,1.18893552818758e-06
"3712","Anemometer",2013,2,6.35900729537112e-07
"3713","Bulk cargo",2014,2,5.41539754568768e-07
"3714","Detection risk",2011,2,1.08905947190417e-06
"3715","Induction loop",2009,2,6.1054925316089e-07
"3716","Nondestructive testing",2012,2,1.18893552818758e-06
"3717","Expression (mathematics)",2011,2,1.08905947190417e-06
"3718","Oil platform",2006,2,8.15148723884673e-07
"3719","Power reserve indicator",2014,2,5.41539754568768e-07
"3720","Control flow",2011,2,1.08905947190417e-06
"3721","G1 phase",2014,2,5.41539754568768e-07
"3722","Steel",2006,2,8.15148723884673e-07
"3723","Network formation",2009,2,6.1054925316089e-07
"3724","Voltage sag",2006,2,8.15148723884673e-07
"3725","Metre (music)",2009,2,6.1054925316089e-07
"3726","Diesel generator",2013,2,6.35900729537112e-07
"3727","Sailing ballast",2013,2,6.35900729537112e-07
"3728","Mumbai Police Detection Unit",2012,2,1.18893552818758e-06
"3729","Cruise control",2014,2,5.41539754568768e-07
"3730","Automatic Generation Control",2014,2,5.41539754568768e-07
"3731","Anti-scratch coating",2014,2,5.41539754568768e-07
"3732","Magnetic domain",2012,2,1.18893552818758e-06
"3733","Environment (biophysical)",2013,2,6.35900729537112e-07
"3734","Light",2008,2,5.65790709490234e-07
"3735","Metric (mathematics)",2015,2,5.97951478031412e-07
"3736","Servo drive",2012,1,5.9446776409379e-07
"3737","Surface roughness",2015,1,2.98975739015706e-07
"3738","Medical test",2015,1,2.98975739015706e-07
"3739","Digital electronics",2012,1,5.9446776409379e-07
"3740","Metal carbido complex",2012,1,5.9446776409379e-07
"3741","Hybrid system",2014,1,2.70769877284384e-07
"3742","Normal height",2011,1,5.44529735952086e-07
"3743","Thin layers (oceanography)",2012,1,5.9446776409379e-07
"3744","Sewage sludge",2011,1,5.44529735952086e-07
"3745","Tunnel boring machine",2012,1,5.9446776409379e-07
"3746","Dry state",2011,1,5.44529735952086e-07
"3747","Light-emitting diode",2011,1,5.44529735952086e-07
"3748","Permanent magnet synchronous generator",2015,1,2.98975739015706e-07
"3749","User requirements document",2012,1,5.9446776409379e-07
"3750","Active surface",2009,1,3.05274626580445e-07
"3751","Chemical structure",2011,1,5.44529735952086e-07
"3752","Harmonic oscillator",2008,1,2.82895354745117e-07
"3753","Thermal decomposition",2010,1,5.37350710538845e-07
"3754","Mobile object",2013,1,3.17950364768556e-07
"3755","Porous medium",2013,1,3.17950364768556e-07
"3756","Synthetic jet",2010,1,5.37350710538845e-07
"3757","Radio",2010,1,5.37350710538845e-07
"3758","Source field",2011,1,5.44529735952086e-07
"3759","Traffic flow",2012,1,5.9446776409379e-07
"3760","Extreme point",2015,1,2.98975739015706e-07
"3761","Single Form",2013,1,3.17950364768556e-07
"3762","Link layer",2011,1,5.44529735952086e-07
"3763","Power outage",2009,1,3.05274626580445e-07
"3764","Leakage (electronics)",2012,1,5.9446776409379e-07
"3765","Aircraft flight control system",2008,1,2.82895354745117e-07
"3766","Transient state",2015,1,2.98975739015706e-07
"3767","Structural engineering",2014,1,2.70769877284384e-07
"3768","Transmission (medicine)",2013,1,3.17950364768556e-07
"3769","Frequency changer",2015,1,2.98975739015706e-07
"3770","Wells turbine",2010,1,5.37350710538845e-07
"3771","Dicarboxylic acid",2014,1,2.70769877284384e-07
"3772","Deck (bridge)",2008,1,2.82895354745117e-07
"3773","Battery management system",2014,1,2.70769877284384e-07
"3774","Bridge circuit",2008,1,2.82895354745117e-07
"3775","Artificial stone",2007,1,3.42026039126411e-07
"3776","Pulse-width modulation",2010,1,5.37350710538845e-07
"3777","Occupational safety and health",2014,1,2.70769877284384e-07
"3778","Occupational safety and health",2008,1,2.82895354745117e-07
"3779","Computer data storage",2006,1,4.07574361942336e-07
"3780","Barium oxide",2013,1,3.17950364768556e-07
"3781","Bridge circuit",2014,1,2.70769877284384e-07
"3782","Transformer oil",2014,1,2.70769877284384e-07
"3783","Angular momentum",2013,1,3.17950364768556e-07
"3784","Rotational symmetry",2006,1,4.07574361942336e-07
"3785","Unmanned aerial vehicle",2010,1,5.37350710538845e-07
"3786","Load balancing (computing)",2007,1,3.42026039126411e-07
"3787","CT scan",2011,1,5.44529735952086e-07
"3788","Lightning",2012,1,5.9446776409379e-07
"3789","Hydropower",2008,1,2.82895354745117e-07
"3790","Binder (material)",2013,1,3.17950364768556e-07
"3791","Energy management system",2009,1,3.05274626580445e-07
"3792","Industrial robot",2012,1,5.9446776409379e-07
"3793","Row and column spaces",2011,1,5.44529735952086e-07
"3794","Detection theory",2015,1,2.98975739015706e-07
"3795","Active rectification",2006,1,4.07574361942336e-07
"3796","Ring (mathematics)",2013,1,3.17950364768556e-07
"3797","Land use",2009,1,3.05274626580445e-07
"3798","Lubricant",2013,1,3.17950364768556e-07
"3799","Schnirelmann density",2014,1,2.70769877284384e-07
"3800","Temperature range",2010,1,5.37350710538845e-07
"3801","Electronics",2015,1,2.98975739015706e-07
"3802","Natural resource",2011,1,5.44529735952086e-07
"3803","Power diagram",2015,1,2.98975739015706e-07
"3804","ContactPoint",2013,1,3.17950364768556e-07
"3805","Bedform",2014,1,2.70769877284384e-07
"3806","Daylight saving time",2011,1,5.44529735952086e-07
"3807","Earthing system",2006,1,4.07574361942336e-07
"3808","Pier (architecture)",2010,1,5.37350710538845e-07
"3809","Natural product",2014,1,2.70769877284384e-07
"3810","Paper machine",2013,1,3.17950364768556e-07
"3811","Data source",2013,1,3.17950364768556e-07
"3812","Concrete masonry unit",2013,1,3.17950364768556e-07
"3813","Biomedical technology",2009,1,3.05274626580445e-07
"3814","Fish-Fin",2011,1,5.44529735952086e-07
"3815","Natural resource",2009,1,3.05274626580445e-07
"3816","Surface tension",2008,1,2.82895354745117e-07
"3817","Noise (acoustic)",2012,1,5.9446776409379e-07
"3818","Intermittent mechanism",2015,1,2.98975739015706e-07
"3819","Unit load",2009,1,3.05274626580445e-07
"3820","Electrical load",2012,1,5.9446776409379e-07
"3821","Coachbuilder",2010,1,5.37350710538845e-07
"3822","Convex polygon",2013,1,3.17950364768556e-07
"3823","Balanced flow",2011,1,5.44529735952086e-07
"3824","Electric arc furnace",2008,1,2.82895354745117e-07
"3825","Colloidal silica",2014,1,2.70769877284384e-07
"3826","Parameter (computer programming)",2012,1,5.9446776409379e-07
"3827","Hydrogen production",2012,1,5.9446776409379e-07
"3828","High Vacuum",2012,1,5.9446776409379e-07
"3829","System time",2007,1,3.42026039126411e-07
"3830","Ocean current",2009,1,3.05274626580445e-07
"3831","Arithmetic mean",2007,1,3.42026039126411e-07
"3832","Structural integrity and failure",2009,1,3.05274626580445e-07
"3833","Fish measurement",2010,1,5.37350710538845e-07
"3834","Primary (astronomy)",2011,1,5.44529735952086e-07
"3835","Signal-to-noise ratio",2011,1,5.44529735952086e-07
"3836","Chemical species",2015,1,2.98975739015706e-07
"3837","Intraocular lens",2007,1,3.42026039126411e-07
"3838","Electric arc furnace",2014,1,2.70769877284384e-07
"3839","Sheet metal",2012,1,5.9446776409379e-07
"3840","Phase angle",2014,1,2.70769877284384e-07
"3841","Real versus nominal value (economics)",2009,1,3.05274626580445e-07
"3842","Combined cycle",2011,1,5.44529735952086e-07
"3843","Dynamical system",2013,1,3.17950364768556e-07
"3844","Optical window",2012,1,5.9446776409379e-07
"3845","Differential scanning calorimetry",2014,1,2.70769877284384e-07
"3846","Process analysis",2014,1,2.70769877284384e-07
"3847","Ammonium sulfide",2014,1,2.70769877284384e-07
"3848","Exit pupil",2008,1,2.82895354745117e-07
"3849","Polyethylene terephthalate",2010,1,5.37350710538845e-07
"3850","Parabolic antenna",2009,1,3.05274626580445e-07
"3851","Duty cycle",2008,1,2.82895354745117e-07
"3852","Specific modulus",2011,1,5.44529735952086e-07
"3853","Terrain",2011,1,5.44529735952086e-07
"3854","Construction Site",2010,1,5.37350710538845e-07
"3855","Phase angle",2008,1,2.82895354745117e-07
"3856","Lithium (medication)",2013,1,3.17950364768556e-07
"3857","Magnetic bearing",2012,1,5.9446776409379e-07
"3858","Heat transfer",2010,1,5.37350710538845e-07
"3859","Motor control",2015,1,2.98975739015706e-07
"3860","Building",2006,1,4.07574361942336e-07
"3861","Avenged (2013 film)",2015,1,2.98975739015706e-07
"3862","Scattering",2012,1,5.9446776409379e-07
"3863","Data processing system",2013,1,3.17950364768556e-07
"3864","Honeycomb structure",2009,1,3.05274626580445e-07
"3865","Ammonia production",2011,1,5.44529735952086e-07
"3866","Membrane technology",2015,1,2.98975739015706e-07
"3867","Soap",2011,1,5.44529735952086e-07
"3868","Rotation number",2009,1,3.05274626580445e-07
"3869","Active layer",2014,1,2.70769877284384e-07
"3870","Oxide",2015,1,2.98975739015706e-07
"3871","Communications system",2013,1,3.17950364768556e-07
"3872","Nominal power (radio broadcasting)",2013,1,3.17950364768556e-07
"3873","Energy current",2011,1,5.44529735952086e-07
"3874","System monitoring",2012,1,5.9446776409379e-07
"3875","Three-dimensional space",2015,1,2.98975739015706e-07
"3876","Unit cost",2011,1,5.44529735952086e-07
"3877","Radical initiator",2013,1,3.17950364768556e-07
"3878","Limit set",2010,1,5.37350710538845e-07
"3879","Volatile organic compound",2015,1,2.98975739015706e-07
"3880","Load cell",2008,1,2.82895354745117e-07
"3881","System time",2006,1,4.07574361942336e-07
"3882","Air current",2010,1,5.37350710538845e-07
"3883","Visual appearance",2007,1,3.42026039126411e-07
"3884","Aerodynamic force",2010,1,5.37350710538845e-07
"3885","Passive radiator",2009,1,3.05274626580445e-07
"3886","Priority Matrix",2013,1,3.17950364768556e-07
"3887","Current source",2012,1,5.9446776409379e-07
"3888","Energy technology",2011,1,5.44529735952086e-07
"3889","Ligand cone angle",2011,1,5.44529735952086e-07
"3890","Check valve",2014,1,2.70769877284384e-07
"3891","Stand-alone power system",2013,1,3.17950364768556e-07
"3892","Rotation number",2014,1,2.70769877284384e-07
"3893","Energy conversion efficiency",2012,1,5.9446776409379e-07
"3894","Electronic structure",2007,1,3.42026039126411e-07
"3895","Ultraviolet",2011,1,5.44529735952086e-07
"3896","Thermal insulation",2006,1,4.07574361942336e-07
"3897","Anaerobic digestion",2012,1,5.9446776409379e-07
"3898","Gas",2014,1,2.70769877284384e-07
"3899","Thermal conductivity",2014,1,2.70769877284384e-07
"3900","Sandwich panel",2010,1,5.37350710538845e-07
"3901","Periodic function",2013,1,3.17950364768556e-07
"3902","Headlamp",2014,1,2.70769877284384e-07
"3903","Condenser (heat transfer)",2010,1,5.37350710538845e-07
"3904","Flow Energy",2009,1,3.05274626580445e-07
"3905","Space fountain",2015,1,2.98975739015706e-07
"3906","Compressive stress",2014,1,2.70769877284384e-07
"3907","Operating point",2007,1,3.42026039126411e-07
"3908","Image stabilization",2013,1,3.17950364768556e-07
"3909","Failure rate",2014,1,2.70769877284384e-07
"3910","Repeat unit",2014,1,2.70769877284384e-07
"3911","Orientation (geometry)",2011,1,5.44529735952086e-07
"3912","Tutorial system",2011,1,5.44529735952086e-07
"3913","Ball bearing",2014,1,2.70769877284384e-07
"3914","Mental chronometry",2012,1,5.9446776409379e-07
"3915","Stationary state",2013,1,3.17950364768556e-07
"3916","Ammonium chloride",2014,1,2.70769877284384e-07
"3917","Food",2010,1,5.37350710538845e-07
"3918","Current sensor",2014,1,2.70769877284384e-07
"3919","Soil compaction",2014,1,2.70769877284384e-07
"3920","Lithium hexafluorophosphate",2013,1,3.17950364768556e-07
"3921","Booting",2015,1,2.98975739015706e-07
"3922","Quenching (fluorescence)",2011,1,5.44529735952086e-07
"3923","Radiation pattern",2014,1,2.70769877284384e-07
"3924","Packaging and labeling",2015,1,2.98975739015706e-07
"3925","Core stability",2014,1,2.70769877284384e-07
"3926","Entry point",2009,1,3.05274626580445e-07
"3927","Hybrid vehicle",2013,1,3.17950364768556e-07
"3928","Reference surface",2009,1,3.05274626580445e-07
"3929","Natural frequency",2013,1,3.17950364768556e-07
"3930","Drive shaft",2008,1,2.82895354745117e-07
"3931","Rule-based system",2011,1,5.44529735952086e-07
"3932","Alla breve",2011,1,5.44529735952086e-07
"3933","Radiation pattern",2008,1,2.82895354745117e-07
"3934","Artificial stone",2006,1,4.07574361942336e-07
"3935","Linear-motion bearing",2011,1,5.44529735952086e-07
"3936","Dielectric heating",2011,1,5.44529735952086e-07
"3937","Clock signal",2013,1,3.17950364768556e-07
"3938","Band-pass filter",2011,1,5.44529735952086e-07
"3939","Plasma actuator",2010,1,5.37350710538845e-07
"3940","Electromagnetic field",2011,1,5.44529735952086e-07
"3941","Swashplate",2012,1,5.9446776409379e-07
"3942","Vector control (motor)",2015,1,2.98975739015706e-07
"3943","Waterproofing",2010,1,5.37350710538845e-07
"3944","Air cell",2014,1,2.70769877284384e-07
"3945","High Force",2009,1,3.05274626580445e-07
"3946","Control unit",2006,1,4.07574361942336e-07
"3947","Strength reduction",2014,1,2.70769877284384e-07
"3948","Human body weight",2013,1,3.17950364768556e-07
"3949","Analog-to-digital converter",2011,1,5.44529735952086e-07
"3950","Orientation (geometry)",2009,1,3.05274626580445e-07
"3951","Pyrolysis gasoline",2011,1,5.44529735952086e-07
"3952","Tracheid",2008,1,2.82895354745117e-07
"3953","Dissipation",2015,1,2.98975739015706e-07
"3954","Physical vapor deposition",2011,1,5.44529735952086e-07
"3955","Vertical displacement",2015,1,2.98975739015706e-07
"3956","Electrolysis of water",2006,1,4.07574361942336e-07
"3957","Carbon neutrality",2013,1,3.17950364768556e-07
"3958","Statistics",2013,1,3.17950364768556e-07
"3959","Enterococcus faecium",2010,1,5.37350710538845e-07
"3960","Dead centre (engineering)",2009,1,3.05274626580445e-07
"3961","Density of air",2011,1,5.44529735952086e-07
"3962","Solvent",2011,1,5.44529735952086e-07
"3963","Suction pressure",2011,1,5.44529735952086e-07
"3964","Work (physics)",2010,1,5.37350710538845e-07
"3965","BeiDou Navigation Satellite System",2015,1,2.98975739015706e-07
"3966","Heat flux",2010,1,5.37350710538845e-07
"3967","Direct Contact",2013,1,3.17950364768556e-07
"3968","Cyclohexane conformation",2010,1,5.37350710538845e-07
"3969","Circuit design",2011,1,5.44529735952086e-07
"3970","Ice",2015,1,2.98975739015706e-07
"3971","Condition monitoring",2010,1,5.37350710538845e-07
"3972","Corrosion inhibitor",2007,1,3.42026039126411e-07
"3973","Flow separation",2012,1,5.9446776409379e-07
"3974","Complex system",2011,1,5.44529735952086e-07
"3975","Business models for open-source software",2012,1,5.9446776409379e-07
"3976","Spectrum analyzer",2013,1,3.17950364768556e-07
"3977","Computer data storage",2013,1,3.17950364768556e-07
"3978","Silicic acid",2006,1,4.07574361942336e-07
"3979","Linkage (mechanical)",2010,1,5.37350710538845e-07
"3980","Transmission time",2010,1,5.37350710538845e-07
"3981","Transformer",2007,1,3.42026039126411e-07
"3982","Load management",2012,1,5.9446776409379e-07
"3983","Frequency domain",2015,1,2.98975739015706e-07
"3984","Plane of rotation",2010,1,5.37350710538845e-07
"3985","Permanent magnet motor",2011,1,5.44529735952086e-07
"3986","Control Factor",2015,1,2.98975739015706e-07
"3987","Perpendicular distance",2014,1,2.70769877284384e-07
"3988","Unit (ring theory)",2015,1,2.98975739015706e-07
"3989","Sustainable energy",2011,1,5.44529735952086e-07
"3990","Water treatment",2010,1,5.37350710538845e-07
"3991","Transmission loss",2011,1,5.44529735952086e-07
"3992","Electric vehicle battery",2014,1,2.70769877284384e-07
"3993","Operating point",2013,1,3.17950364768556e-07
"3994","Scattering theory",2008,1,2.82895354745117e-07
"3995","Natural product",2013,1,3.17950364768556e-07
"3996","Global warming",2011,1,5.44529735952086e-07
"3997","ContactPoint",2014,1,2.70769877284384e-07
"3998","Functional genomics",2009,1,3.05274626580445e-07
"3999","Translation (geometry)",2015,1,2.98975739015706e-07
"4000","Newtype",2014,1,2.70769877284384e-07
"4001","Square wave",2015,1,2.98975739015706e-07
"4002","Sea level",2008,1,2.82895354745117e-07
"4003","Lift-to-drag ratio",2007,1,3.42026039126411e-07
"4004","Linear motor",2006,1,4.07574361942336e-07
"4005","Utility model",2012,1,5.9446776409379e-07
"4006","Neuromuscular junction",2010,1,5.37350710538845e-07
"4007","Wind",2010,1,5.37350710538845e-07
"4008","Radio masts and towers",2013,1,3.17950364768556e-07
"4009","Magnesium alloy",2010,1,5.37350710538845e-07
"4010","Groupset",2011,1,5.44529735952086e-07
"4011","Velocity gradient",2013,1,3.17950364768556e-07
"4012","Volume (thermodynamics)",2011,1,5.44529735952086e-07
"4013","Cost overrun",2011,1,5.44529735952086e-07
"4014","Insulator (electricity)",2007,1,3.42026039126411e-07
"4015","Light-emitting diode",2015,1,2.98975739015706e-07
"4016","ONS coding system",2011,1,5.44529735952086e-07
"4017","Wireless mesh network",2011,1,5.44529735952086e-07
"4018","UV stabilizers in plastics",2015,1,2.98975739015706e-07
"4019","Aircraft dynamic modes",2014,1,2.70769877284384e-07
"4020","System model",2014,1,2.70769877284384e-07
"4021","Tie clip",2014,1,2.70769877284384e-07
"4022","Buck converter",2015,1,2.98975739015706e-07
"4023","Automobile drag coefficient",2013,1,3.17950364768556e-07
"4024","Accepted and experimental value",2013,1,3.17950364768556e-07
"4025","Form factor (design)",2011,1,5.44529735952086e-07
"4026","Marginal cost",2010,1,5.37350710538845e-07
"4027","Lateral movement",2008,1,2.82895354745117e-07
"4028","Pulsed DC",2011,1,5.44529735952086e-07
"4029","Breakdown voltage",2011,1,5.44529735952086e-07
"4030","Environmental scanning electron microscope",2011,1,5.44529735952086e-07
"4031","Chemical composition",2007,1,3.42026039126411e-07
"4032","Image quality",2007,1,3.42026039126411e-07
"4033","Parallel axis theorem",2014,1,2.70769877284384e-07
"4034","Generator function",2015,1,2.98975739015706e-07
"4035","Power management system",2012,1,5.9446776409379e-07
"4036","Primary and secondary groups",2014,1,2.70769877284384e-07
"4037","Ligand cone angle",2014,1,2.70769877284384e-07
"4038","Laminated veneer lumber",2009,1,3.05274626580445e-07
"4039","On Time",2011,1,5.44529735952086e-07
"4040","Spectral density estimation",2011,1,5.44529735952086e-07
"4041","Energy conversion efficiency",2010,1,5.37350710538845e-07
"4042","Signalling System No. 7",2013,1,3.17950364768556e-07
"4043","Spring steel",2015,1,2.98975739015706e-07
"4044","Neutron source",2010,1,5.37350710538845e-07
"4045","Oil platform",2008,1,2.82895354745117e-07
"4046","Peak power",2014,1,2.70769877284384e-07
"4047","Control message",2011,1,5.44529735952086e-07
"4048","Pyrolytic carbon",2013,1,3.17950364768556e-07
"4049","General topology",2011,1,5.44529735952086e-07
"4050","Library of Congress Classification",2011,1,5.44529735952086e-07
"4051","Sugar refinery",2010,1,5.37350710538845e-07
"4052","Rail transport",2015,1,2.98975739015706e-07
"4053","Optimal control",2012,1,5.9446776409379e-07
"4054","Open-source software",2011,1,5.44529735952086e-07
"4055","Potassium carbonate",2013,1,3.17950364768556e-07
"4056","Diethyl ether",2013,1,3.17950364768556e-07
"4057","Lithium–air battery",2014,1,2.70769877284384e-07
"4058","Grid connection",2011,1,5.44529735952086e-07
"4059","Automatic control",2012,1,5.9446776409379e-07
"4060","Textile industry",2015,1,2.98975739015706e-07
"4061","Mass concrete",2013,1,3.17950364768556e-07
"4062","T-unit",2011,1,5.44529735952086e-07
"4063","Electrical impedance",2013,1,3.17950364768556e-07
"4064","Municipal solid waste",2013,1,3.17950364768556e-07
"4065","Orbital eccentricity",2006,1,4.07574361942336e-07
"4066","Radio frequency",2014,1,2.70769877284384e-07
"4067","Amorphous carbon",2013,1,3.17950364768556e-07
"4068","Wave loading",2014,1,2.70769877284384e-07
"4069","Life expectancy",2014,1,2.70769877284384e-07
"4070","Lubricant",2006,1,4.07574361942336e-07
"4071","Computer simulation",2011,1,5.44529735952086e-07
"4072","Object detection",2009,1,3.05274626580445e-07
"4073","Desert",2010,1,5.37350710538845e-07
"4074","Utility frequency",2014,1,2.70769877284384e-07
"4075","Skin friction drag",2015,1,2.98975739015706e-07
"4076","Physical geodesy",2013,1,3.17950364768556e-07
"4077","Emission standard",2011,1,5.44529735952086e-07
"4078","Network layer",2011,1,5.44529735952086e-07
"4079","Current meter",2008,1,2.82895354745117e-07
"4080","Thermometer",2013,1,3.17950364768556e-07
"4081","Eyepiece",2015,1,2.98975739015706e-07
"4082","Arc (geometry)",2007,1,3.42026039126411e-07
"4083","Digital signal processor",2009,1,3.05274626580445e-07
"4084","Fatigue (material)",2010,1,5.37350710538845e-07
"4085","Network simulation",2011,1,5.44529735952086e-07
"4086","Electromagnetic field",2009,1,3.05274626580445e-07
"4087","Signal transduction",2013,1,3.17950364768556e-07
"4088","Single-family detached home",2014,1,2.70769877284384e-07
"4089","High-resolution scheme",2007,1,3.42026039126411e-07
"4090","Triple modular redundancy",2014,1,2.70769877284384e-07
"4091","Yield (engineering)",2009,1,3.05274626580445e-07
"4092","Carrier frequency",2010,1,5.37350710538845e-07
"4093","Stress concentration",2010,1,5.37350710538845e-07
"4094","Carbon paper",2011,1,5.44529735952086e-07
"4095","Energy economics",2011,1,5.44529735952086e-07
"4096","Frequency deviation",2013,1,3.17950364768556e-07
"4097","Propeller",2013,1,3.17950364768556e-07
"4098","Automatic control",2010,1,5.37350710538845e-07
"4099","Vertical orientation",2014,1,2.70769877284384e-07
"4100","Thermal management (electronics)",2010,1,5.37350710538845e-07
"4101","Mechanical efficiency",2013,1,3.17950364768556e-07
"4102","Mobile phone",2010,1,5.37350710538845e-07
"4103","System time",2013,1,3.17950364768556e-07
"4104","Cementite",2013,1,3.17950364768556e-07
"4105","Average",2010,1,5.37350710538845e-07
"4106","Tunica intima",2012,1,5.9446776409379e-07
"4107","Third Section of His Imperial Majesty's Own Chancellery",2012,1,5.9446776409379e-07
"4108","Canning",2015,1,2.98975739015706e-07
"4109","Position sensor",2009,1,3.05274626580445e-07
"4110","Ultrasonic transducer",2010,1,5.37350710538845e-07
"4111","Weight distribution",2015,1,2.98975739015706e-07
"4112","Relative humidity",2012,1,5.9446776409379e-07
"4113","Surface finishing",2013,1,3.17950364768556e-07
"4114","Energy technology",2015,1,2.98975739015706e-07
"4115","Boundary layer",2014,1,2.70769877284384e-07
"4116","Management system",2010,1,5.37350710538845e-07
"4117","PH",2010,1,5.37350710538845e-07
"4118","Set (mathematics)",2008,1,2.82895354745117e-07
"4119","Direction vector",2011,1,5.44529735952086e-07
"4120","Square root",2011,1,5.44529735952086e-07
"4121","Alternator",2008,1,2.82895354745117e-07
"4122","Penetration depth",2015,1,2.98975739015706e-07
"4123","Protected area",2013,1,3.17950364768556e-07
"4124","Attitude control",2015,1,2.98975739015706e-07
"4125","Ship motions",2011,1,5.44529735952086e-07
"4126","Specific weight",2013,1,3.17950364768556e-07
"4127","Fossil-fuel power station",2011,1,5.44529735952086e-07
"4128","Wave propagation",2014,1,2.70769877284384e-07
"4129","Moment magnitude scale",2011,1,5.44529735952086e-07
"4130","Absorptive capacity",2012,1,5.9446776409379e-07
"4131","Power transmission",2009,1,3.05274626580445e-07
"4132","Carbonate ester",2014,1,2.70769877284384e-07
"4133","Energy charge",2011,1,5.44529735952086e-07
"4134","Carrier sense multiple access",2011,1,5.44529735952086e-07
"4135","Fictitious force",2013,1,3.17950364768556e-07
"4136","Semipermeable membrane",2009,1,3.05274626580445e-07
"4137","Optimization problem",2013,1,3.17950364768556e-07
"4138","Molecular sieve",2015,1,2.98975739015706e-07
"4139","Inner loop",2012,1,5.9446776409379e-07
"4140","Regenerative brake",2012,1,5.9446776409379e-07
"4141","Ball bearing",2015,1,2.98975739015706e-07
"4142","Joule effect",2014,1,2.70769877284384e-07
"4143","Unit operation",2012,1,5.9446776409379e-07
