"id","ngram","ngramids","corpus_sum","ngram_length","specificity","in_degree","out_degree","cluster","n_types"
"1483","0x4e3f9","Halbach array","{20535581,18521769}",30241901,2,1.17428572602857e-06,14,40,6,0
"1484","0x4e8d48","Wound rotor motor","{9013220}",30241901,2,1.66077552681184e-05,3,0,4,0
"1485","0x4eaef","Magnetic moment","{754876}",30241901,2,1.38397960567653e-07,148,128,6,1
"1486","0x4ef6e5","Minimum weight","{757643}",30241901,2,4.12249244244073e-07,3,0,7,0
"1487","0x4f01a8","Oxocarbon","{416626}",30241901,2,2.42196430993393e-06,9,0,3,0
"1488","0x4f0b9","Residential area","{93331,427038}",30241901,2,2.8902999499764e-06,152,57,9,0
"1489","0x4f1ce1","A value","{5219}",30241901,2,8.57332499091656e-08,5,0,3,0
"1490","0x4f1eaf","Water resources","{121170}",30241901,2,1.60394987412843e-06,105,0,2,1
"1491","0x4f1f50","Benzene","{1565024}",30241901,2,3.28649510582817e-08,787,0,3,5
"1492","0x4f25d7","Reverse osmosis","{741701}",30241901,2,2.97833356644309e-07,144,0,3,0
"1493","0x4f4e2","Step response","{1160787}",30241901,2,1.53471005777992e-06,25,43,4,0
"1494","0x4f5431","Active rectification","{26014173}",30241901,2,1.19603175799206e-07,12,0,4,0
"1495","0x4f578","Dried fruit","{696393}",30241901,2,2.20178573630357e-05,163,84,3,0
"1496","0x4f67","Kinetic energy","{107612,2971936}",30241901,2,0.000157376832276215,689,110,2,1
"1497","0x4f82d0","Turbine blade","{559602,2693460,15524890}",30241901,2,0.00270763189520819,20,0,5,0
"1498","0x4f9588","Ambient pressure","{209767}",30241901,2,2.91933198072393e-07,23,0,6,0
"1499","0x4fa9fa","Trigonometry","{492151}",30241901,2,1.80071695905868e-08,370,0,7,1
"1500","0x4fc165","Vector control (motor)","{29540141}",30241901,2,1.38397960567653e-06,9,0,4,0
"1501","0x4fcab","Faraday rotator","{1611972}",30241901,2,4.74894962732143e-08,11,21,5,0
"1502","0x4ff2c8","Visual appearance","{304508}",30241901,2,1.04507629339112e-08,21,0,9,0
"1503","0x500410","Battery management system","{14735927}",30241901,3,7.58180131805404e-08,10,0,2,0
"1504","0x50070c","Switching time","{3043995,7319873}",30241901,2,1.71629681699564e-06,0,0,4,0
"1505","0x50109","Working time","{1481063}",30241901,2,1.59982963591966e-07,73,113,9,1
"1506","0x502904","Lake","{339852,104678}",30241901,2,3.52285717808571e-06,2841,0,2,1
"1507","0x50290a","Ocean","{113733,482364}",30241901,2,1.90156547446613e-06,824,0,2,1
"1508","0x50429","S band","{2031846}",30241901,2,6.45857149315714e-06,80,66,4,0
"1509","0x50794","Curve fitting","{827330}",30241901,2,4.72578401938328e-07,71,68,7,2
"1510","0x50a0d8","Desert","{1572110}",30241901,2,4.84392861986786e-06,1065,0,2,1
"1511","0x50a41b","Water use","{633540}",30241901,2,6.3840904380466e-08,7,0,2,1
"1512","0x50a5d6","Viscosity","{588126,588125}",30241901,2,1.56513354680861e-07,774,0,6,1
"1513","0x50a69f","Geography","{74037}",30241901,2,1.12649502787625e-07,1501,0,2,2
"1514","0x50b4f7","Geometry","{4857333}",30241901,2,2.76795921135306e-07,1692,0,7,2
"1515","0x50ce4b","Surge arrester","{10832638}",30241901,2,3.97450553425055e-06,9,0,4,0
"1516","0x50da","Linear model","{1680727}",30241901,2,4.40357147260714e-07,26,18,4,1
"1517","0x50e34c","Architectural engineering","{6809555}",30241901,2,2.65420746294129e-08,85,0,1,1
"1518","0x50e5","Light","{13667,9837439,175100,13696}",30241901,2,1.14702159649909e-06,943,250,4,2
"1519","0x50e6","Liquid-crystal display","{2922327}",30241901,3,1.23674773273222e-08,104,198,5,1
"1520","0x50ee","Least common multiple","{514558}",30241901,2,2.06124622122036e-07,71,49,7,0
"1521","0x50f3c","Natural environment","{185392,626991}",30241901,2,2.40692105335049e-07,1003,318,2,2
"1522","0x5107","Lift (force)","{3107032,3846190}",30241901,2,0.000121785529692759,248,167,6,0
"1523","0x5109ee","Sound","{1803175,279583}",30241901,2,2.04277432572182e-08,734,0,6,2
"1524","0x5109f2","Sand","{530360}",30241901,2,3.83677514444979e-07,1036,0,1,1
"1525","0x510a1f","Gas","{1304336}",30241901,2,6.17060970683804e-08,875,0,6,2
"1526","0x510a24","Liquid","{967663,1542299,289947,477095,1704756}",30241901,2,4.38315609908168e-08,522,0,6,1
"1527","0x510c2","Level set","{360145}",30241901,2,1.83830308154378e-08,49,38,7,0
"1528","0x511","Adhesive","{33250136}",30241901,2,5.39713495249901e-08,306,106,1,1
"1529","0x511bc","Arid","{1572110}",30241901,2,4.84392861986786e-06,344,20,2,1
"1530","0x512123","Medical diagnosis","{419717,409825}",30241901,2,7.35712123309213e-08,283,0,9,0
"1531","0x513d","Lubricant","{6164177,1678438,2188477}",30241901,2,5.02273735445139e-06,265,130,3,0
"1532","0x514a7","Positive pressure","{1293866}",30241901,2,4.42367910490215e-09,10,17,2,0
"1533","0x516ee","Sugar alcohol","{9109766}",30241901,2,1.0442001815284e-07,53,59,3,0
"1534","0x517fcc","Anti-scratch coating","{14293897}",30241901,2,1.68484473734534e-06,6,0,5,0
"1535","0x518052","Compressed hydrogen","{455034}",30241901,2,2.84544682580581e-07,22,0,3,0
"1536","0x5185d","Human behavior","{55765}",30241901,2,7.07142864214286e-08,106,60,9,0
"1537","0x5188cf","Solar power tower","{2071283}",30241901,3,8.07321436644643e-07,28,0,2,0
"1538","0x518acb","Exit Speed","{11496872}",30241901,2,1.29171429863143e-06,5,0,8,7
"1539","0x519b","Logic gate","{947172,947167}",30241901,2,2.40785577997315e-07,160,146,4,1
"1540","0x51a0cc","Battery (electricity)","{18019917,12057411,3026855,17164573}",30241901,2,3.67428213896424e-06,869,0,4,1
"1541","0x51a4","Relative direction","{754873}",30241901,2,1.64200970165012e-07,41,60,7,0
"1542","0x51af5","Hybrid system","{2249755,2325120,1460485}",30241901,2,1.12257905443056e-06,11,29,7,0
"1543","0x51b1f","Open-loop controller","{3485459}",30241901,2,1.2420329794533e-07,29,25,4,0
"1544","0x51b9","Lithium carbonate","{658687}",30241901,2,5.91083419141898e-09,60,56,3,5
"1545","0x51e51e","Centrifugal force","{696432,2104038,1004644,363924}",30241901,2,2.69107145548214e-05,218,0,6,1
"1546","0x51ed","Light-emitting diode","{1346946,15867350}",30241901,2,7.67963316665534e-09,632,421,5,1
"1547","0x51f6","Lens (optics)","{1068638}",30241901,2,9.05407218666889e-08,408,195,5,1
"1548","0x51fb","Library of Congress Classification","{13843541}",30241901,2,3.45994901419133e-07,61,359,9,1
"1549","0x52189d","Business transaction management","{46852052}",30241901,2,4.84392861986786e-06,5,0,4,0
"1550","0x5228d","Secondary emission","{1706846}",30241901,2,1.55005715835771e-06,40,41,6,0
"1551","0x5229","Laminar flow","{5088}",30241901,2,4.31570438521869e-06,158,40,6,1
"1552","0x5233e","Work content","{7552959}",30241901,2,9.40568664052011e-08,3,11,6,0
"1553","0x523d3","Utility frequency","{9599089,317958}",30241901,2,2.91230064261994e-06,76,115,4,1
"1554","0x52865","Mass in special relativity","{17201977,4945171}",30241901,2,1.80239204460199e-06,37,49,6,0
"1555","0x528d15","Race (bearing)","{46277026}",30241901,2,2.0759694085148e-06,11,0,7,0
"1556","0x5293c","Paper machine","{3770132}",30241901,2,6.54584948630792e-08,35,78,5,2
"1557","0x52a7","Linear prediction","{748005}",30241901,2,3.53571432107143e-08,24,36,4,0
"1558","0x52c2","Lorentz force","{310058,168394,1399144}",30241901,2,2.52219023356719e-06,153,149,6,1
"1559","0x52ceb","Order (group theory)","{226207}",30241901,2,2.10605592168168e-07,127,40,7,0
"1560","0x52cff5","Celsius","{2875023}",30241901,2,3.19848551568677e-08,525,0,5,0
"1561","0x52d2ad","Elbow","{1960979}",30241901,2,1.54388163183039e-07,110,0,9,3
"1562","0x52daec","Flow limiter","{35224803}",30241901,2,7.77516632402545e-09,4,0,1,0
"1563","0x52e0","Life expectancy","{3}",30241901,2,7.81278809656106e-08,513,146,9,0
"1564","0x52fe12","Bipartite dimension","{6868493,2063582}",30241901,2,3.05932333886391e-07,5,0,4,0
"1565","0x530ac9","Wave height","{2498229,2951167}",30241901,2,1.09158954813924e-06,21,0,6,0
"1566","0x53129e","Traffic collision","{10559985}",30241901,2,2.32881183647493e-08,217,0,6,3
"1567","0x5320a","Powder metallurgy","{5319443,2726102}",30241901,2,1.05878221199297e-07,58,69,4,1
"1568","0x53225","Damping","{1596826,17763889}",30241901,2,3.77448983366327e-07,166,74,4,1
"1569","0x53238","Cold welding","{2334615,34888383}",30241901,2,1.86753874500929e-06,21,31,5,1
"1570","0x53375","Sound intensity","{560881}",30241901,2,9.11798328445714e-07,27,18,6,0
"1571","0x5340e","Distance line","{3185145}",30241901,2,1.25490378753053e-06,8,20,5,0
"1572","0x534142","LTE (telecommunication)","{9431842,1013376}",30241901,2,3.68604860258184e-09,180,0,4,1
"1573","0x53464","Oblique projection","{5224530}",30241901,2,3.92220940879988e-08,27,34,7,0
"1574","0x5348f","Higher (Scottish)","{179161}",30241901,2,5.53591842270612e-07,50,115,9,0
"1575","0x535366","Rule-based system","{19042606}",30241901,2,7.39531087002726e-08,14,0,4,0
"1576","0x536108","Issue number","{54781}",30241901,2,1.69962407714662e-07,1,0,9,0
"1577","0x536b88","Mobile phone","{6085980,936878}",30241901,2,2.03816627685597e-09,1798,0,4,1
"1578","0x5376c","Initial value problem","{365718}",30241901,2,4.37770322627009e-09,48,26,6,1
"1579","0x5385d","Path length","{1304126,956700}",30241901,2,9.68180611091639e-08,7,18,4,0
"1580","0x53c8f6","Space vector modulation","{58367103}",30241901,3,5.69873955278571e-07,6,0,4,0
"1581","0x53d9","Metal","{474919}",30241901,2,1.50822894235636e-08,1348,208,3,2
"1582","0x5400ed","Primary (astronomy)","{780659}",30241901,2,5.65439138505976e-08,6,0,6,0
"1583","0x54065","Equals sign","{2509697}",30241901,2,8.80714294521429e-07,66,95,5,1
"1584","0x54272","Thermal reservoir","{11433447,3419542}",30241901,2,9.75560449316044e-06,4,10,6,0
"1585","0x54395","Groupset","{2178930}",30241901,2,1.0873015981746e-08,10,39,5,0
"1586","0x543a65","Acetic acid","{3765}",30241901,2,1.83152608748194e-09,565,0,3,5
"1587","0x543e7b","Active surface","{270709,4019184}",30241901,2,1.19780628582291e-07,6,0,2,0
"1588","0x5457","Mean","{496466,1094847}",30241901,2,2.90926643835907e-08,338,87,7,1
"1589","0x5461c","Packaging and labeling","{2585806,3067249}",30241901,2,1.22942350758067e-07,83,237,5,1
"1590","0x5473f","Dimethyl ether","{564707}",30241901,2,5.62226027695943e-08,74,56,3,5
"1591","0x54809","Roller chain","{14154271}",30241901,2,5.41221074845571e-08,81,57,6,0
"1592","0x549686","Wind resource assessment","{28828754}",30241901,3,5.81271434384143e-05,4,0,2,0
"1593","0x54970","Malonic acid","{4419257}",30241901,2,1.81250837039022e-08,37,60,3,5
"1594","0x54a41","Wireless power transfer","{1159212}",30241901,3,1.27182566680485e-06,8,250,4,1
"1595","0x54bc03","Colored gold","{4349077}",30241901,2,1.0794269904998e-07,21,0,3,1
"1596","0x54e7cb","Energy technology","{311709}",30241901,2,9.9618069303195e-08,11,0,2,1
"1597","0x54ee14","Seasonality","{700669}",30241901,2,3.87514289589429e-07,18,0,6,0
"1598","0x54ef7","Refractory metals","{401254}",30241901,2,5.98015878996032e-08,23,141,3,0
"1599","0x5507c2","Defoamer","{569880}",30241901,2,2.48406595890659e-08,15,0,3,0
"1600","0x5516","Model organism","{9443252}",30241901,2,3.02745538741741e-07,265,237,9,1
"1601","0x55187","Circular motion","{6709037}",30241901,2,1.15883459805451e-06,42,83,6,1
"1602","0x551eb","Feed forward (control)","{2742204,18898995}",30241901,2,4.98232658043551e-07,33,49,4,0
"1603","0x552d6","Isolation transformer","{3140427}",30241901,2,3.48484073371788e-08,15,24,4,0
"1604","0x5539","Mechanical engineering","{607175}",30241901,2,7.08867602907491e-07,834,252,4,2
"1605","0x55627c","Multiview orthographic projection","{36801587,964056}",30241901,2,8.77973482401549e-07,21,0,7,1
"1606","0x5575b8","Audio signal flow","{5790437}",30241901,2,1.46785715753571e-07,0,0,4,0
"1607","0x557c1","Tunnel boring machine","{326753}",30241901,3,8.80714294521429e-07,126,57,1,0
"1608","0x5589ca","Electrical grid","{2087691,4943739,3257055}",30241901,2,2.68475234032352e-05,139,0,4,1
"1609","0x559a4","Future value","{1798042}",30241901,2,1.36235492433783e-06,16,28,4,0
"1610","0x5601","Molecular mass","{274626}",30241901,2,1.38819376532126e-09,156,36,6,1
"1611","0x5604ad","Thermal stability","{632743}",30241901,2,9.72676429692341e-09,19,0,3,0
"1612","0x56118d","Matrix (mathematics)","{3944598,4230896,877547}",30241901,2,1.63892321724852e-07,768,0,7,0
"1613","0x561858","Core (optical fiber)","{4205245,469250,2206339}",30241901,2,5.0531610704408e-07,10,0,5,0
"1614","0x561dc4","Geographical distance","{174035}",30241901,2,2.54943611571993e-07,15,0,2,0
"1615","0x56256","Particle number","{1163354,5184}",30241901,2,2.38470332055033e-08,30,32,6,0
"1616","0x5631b","Segmentation (biology)","{683708}",30241901,2,1.56571430137143e-06,69,40,9,1
"1617","0x5637","Meteorology","{172489}",30241901,2,4.84392861986786e-06,967,307,2,2
"1618","0x564cb","Combined cycle","{9618634}",30241901,4,4.84392861986786e-07,123,105,2,1
"1619","0x5657","Pressure measurement","{1381530,622043,126751,1672130,4841947}",30241901,2,6.63211175063201e-07,75,157,5,1
"1620","0x5658e8","Real number","{139975}",30241901,2,2.84936977639286e-08,1218,0,7,1
"1621","0x5659ab","Temperature","{270986,458069}",30241901,2,3.3392304779618e-06,1665,0,6,1
"1622","0x566c7","Optical coating","{2984759}",30241901,2,9.98748169044919e-08,50,74,5,1
"1623","0x56836","Line number","{299774}",30241901,2,1.59025890343659e-07,18,42,4,0
"1624","0x5688f3","Solid surface","{365706}",30241901,2,6.19774953361741e-08,6,0,1,0
"1625","0x56b1d","Terrain","{409789}",30241901,2,5.80111211960222e-08,295,68,2,1
"1626","0x56c47","Torsion spring","{5646857,34990172}",30241901,2,7.84636371482727e-07,54,63,5,0
"1627","0x56c50","Circuit diagram","{14778348}",30241901,2,7.57858350915918e-07,68,41,4,1
"1628","0x56d9d","Waste treatment","{2823813}",30241901,2,1.40403728112112e-07,22,13,2,0
"1629","0x56e8d9","Deck (bridge)","{2631502,797529}",30241901,2,4.69714290411429e-06,32,0,1,0
"1630","0x57482f","Colloidal silica","{1263691}",30241901,2,1.95516795958339e-08,3,0,1,0
"1631","0x57921","Venturi effect","{4825722,1377977}",30241901,2,1.64899697697629e-06,112,77,6,0
"1632","0x5794c","Absorptive capacity","{6144820}",30241901,2,1.89957985092857e-07,2,16,5,0
"1633","0x57a0e1","Drug reference standard","{3666716}",30241901,2,9.17736624249683e-08,0,0,3,0
"1634","0x57bf0","Ammonium hydroxide","{1550119}",30241901,2,1.32483517808352e-08,66,40,3,5
"1635","0x57ff05","Service layer","{38915152}",30241901,2,3.22928574657857e-07,13,0,4,0
"1636","0x5804","Mechanical advantage","{741621}",30241901,2,2.91802928907702e-08,104,34,5,0
"1637","0x580643","Sea level rise","{3154687}",30241901,3,1.93757144794714e-05,152,0,2,1
"1638","0x580d","Mathematical model","{1160791,125800}",30241901,2,4.47897509371343e-07,335,167,9,2
"1639","0x5848bd","Product-form solution","{2009835}",30241901,2,1.25004609544977e-06,1,0,4,0
"1640","0x58496","Blood flow","{56124}",30241901,2,1.35798391361588e-09,92,48,9,0
"1641","0x5857b","Magnetic bearing","{4091818,3015674}",30241901,2,8.77523300700699e-06,24,49,5,0
"1642","0x586091","Somatosensory system","{341125}",30241901,2,1.60727619074836e-08,121,0,9,0
"1643","0x58856","Shelf life","{229788}",30241901,2,3.17843085293167e-09,167,97,5,1
"1644","0x588997","Fault detection and isolation","{46414934,1370200,10242071}",30241901,2,2.31643770344372e-06,5,0,4,0
"1645","0x589e51","Electrostatic coating","{42359014}",30241901,2,7.28410318777121e-08,2,0,6,0
"1646","0x58b751","Watt","{35605301}",30241901,2,1.38397960567653e-06,5800,0,4,1
"1647","0x58b754","Units of measurement","{1096518,693122,59574065}",30241901,2,5.07298963128026e-07,249,0,9,0
"1648","0x58b9bd","Greenhouse gas","{881432,490160,369216,1350890,4264042}",30241901,2,1.21859839493531e-06,664,0,3,1
"1649","0x58cbd","LC circuit","{1321646}",30241901,2,2.06894975755167e-08,77,85,4,0
"1650","0x58d2b3","Process architecture","{15926139}",30241901,2,4.81384210670098e-07,18,0,4,0
"1651","0x58e26c","Revolute joint","{9191627}",30241901,2,1.40403728112112e-07,10,0,6,0
"1652","0x5915","Microcontroller","{1486052}",30241901,2,2.99007939498016e-08,329,168,4,1
"1653","0x591d4","Joule heating","{90610}",30241901,2,6.98223945206178e-07,80,90,6,1
"1654","0x596924","Color space","{2613465}",30241901,2,5.20153408844871e-08,135,0,4,0
"1655","0x5976f","Organizational structure","{44730120}",30241901,2,8.80714294521429e-07,46,73,9,1
"1656","0x597f6c","Casting","{413626}",30241901,2,1.75823180394478e-08,261,0,5,1
"1657","0x5999","Nitrogen","{99877}",30241901,2,1.17073803501338e-09,1736,368,3,1
"1658","0x59a1ca","Direct Contact","{42627}",30241901,2,7.32022270771058e-08,2,0,8,7
"1659","0x59a2e","Expression (mathematics)","{877525}",30241901,2,1.05049054406773e-06,61,45,7,0
"1660","0x59a5c","Transmission (mechanics)","{5918086}",30241901,2,5.84252313534831e-06,580,159,5,1
"1661","0x59b67","Continuously variable transmission","{19074011}",30241901,3,6.13155521502261e-08,258,178,5,0
"1662","0x5a3dad","Species","{81693}",30241901,2,3.66964289383929e-08,8483,0,9,0
"1663","0x5a566","Hydrocarbon exploration","{2045233}",30241901,2,6.45857149315714e-07,100,75,3,0
"1664","0x5a72","Normal distribution","{107063}",30241901,2,1.42352188012443e-06,560,319,4,1
"1665","0x5a74","Nylon","{32772268,2071137}",30241901,2,9.2265307045102e-08,562,229,1,2
"1666","0x5a8d","Natural number","{71988,39548}",30241901,2,2.94364332064893e-08,788,139,7,0
"1667","0x5a90","Artificial neural network","{1838140,2387889,333584,1165482}",30241901,2,2.22629394378128e-07,216,249,4,1
"1668","0x5a9c4","Soft matter","{1286349}",30241901,2,3.58809527397619e-07,20,67,6,0
"1669","0x5a9f03","Sodium hyaluronate","{29865124}",30241901,2,1.418427121484e-08,3,0,1,5
"1670","0x5acf","Number","{13256}",30241901,2,1.67176138735733e-08,293,314,7,1
"1671","0x5ad95","Power engineering","{1102259}",30241901,2,2.79102553811434e-05,42,97,4,1
"1672","0x5ad98","Electric power conversion","{3953084,2466116,668869,38909852,1049217}",30241901,2,0.000108359979687717,15,39,4,0
"1673","0x5aed","Nitric acid","{202712}",30241901,2,5.8351797860176e-09,493,168,3,5
"1674","0x5af0","Natural resource","{86665}",30241901,2,1.19235166027516e-06,374,85,9,1
"1675","0x5b16d","Surface layer","{541761,305343}",30241901,2,1.51350260408882e-06,6,31,2,0
"1676","0x5b34f","Air cooling","{3030973,553330}",30241901,2,1.26535278233283e-06,59,35,1,0
"1677","0x5b4064","Rapid construction","{1254065}",30241901,2,6.35269327195785e-07,0,0,9,0
"1678","0x5b478","Base level","{985272}",30241901,2,8.43890003461299e-07,25,36,2,0
"1679","0x5b4dc6","Sightline","{2038151}",30241901,2,6.55569286899409e-07,24,0,9,0
"1680","0x5b77b0","Glass transition","{16813027,1887187}",30241901,2,1.72901394379356e-07,72,0,6,0
"1681","0x5ba2b","Control logic","{1718292}",30241901,2,1.16964687829515e-05,6,7,4,0
"1682","0x5ba55","Voltage regulator","{775351}",30241901,2,4.82463009946998e-07,98,80,4,1
"1683","0x5ba56","Induction heating","{34610303,1014121}",30241901,2,2.85450995037312e-07,52,59,6,1
"1684","0x5bb810","Stream power","{2647513}",30241901,2,3.48762860630486e-06,2,0,2,0
"1685","0x5bd694","Low head hydro power","{42574043}",30241901,2,2.98087915068791e-06,11,0,2,1
"1686","0x5bf22","Single coil guitar pickup","{5967740}",30241901,2,5.32299848337127e-08,4,48,4,0
"1687","0x5bff9","Alternative fuel","{1847061}",30241901,2,1.22942350758067e-06,53,122,2,0
"1688","0x5c0e78","Slewing bearing","{42538281,85045615}",30241901,2,1.97711372239504e-05,4,0,5,0
"1689","0x5c1f7","Plain bearing","{3015436}",30241901,2,4.62650227840788e-05,42,111,5,1
"1690","0x5c27d","Rolling-element bearing","{4740630,7600177,2458270,17568479}",30241901,2,5.72852091475914e-05,51,48,7,1
"1691","0x5c43","Operating system","{570301}",30241901,2,1.67032021374754e-07,2884,378,4,2
"1692","0x5c4b","Natural gas","{3570271}",30241901,2,5.53591842270612e-06,2118,274,3,2
"1693","0x5c68bb","Permanent magnet synchronous generator","{42523326}",30241901,4,4.30571432877143e-06,4,0,5,0
"1694","0x5c7f","Oxide","{2555794,1452659}",30241901,2,2.8535661972712e-08,371,178,3,1
"1695","0x5c8d","Observational error","{1116714}",30241901,2,2.41592449868721e-08,35,68,9,1
"1696","0x5c8e29","Environmental monitoring","{648570}",30241901,2,2.35142166013003e-08,34,0,9,0
"1697","0x5c9cc","Pole position","{19772385,824966}",30241901,2,2.90635717192071e-06,488,51,9,1
"1698","0x5ca6","Oxygen","{35462,156770}",30241901,2,1.03245370228089e-08,3065,498,3,2
"1699","0x5cbce","Moment magnitude scale","{4918184}",30241901,2,6.45857149315714e-07,402,56,2,0
"1700","0x5cd1a9","Bedform","{1572679}",30241901,2,1.15331633806378e-07,4,0,1,0
"1701","0x5cd581","Forms of energy","{7991910}",30241901,2,3.79090065902702e-06,5,0,2,0
"1702","0x5ce2df","Volume (thermodynamics)","{56971,63078}",30241901,2,6.12913071711235e-08,33,0,6,1
"1703","0x5cfee","Carbon steel","{711104}",30241901,2,1.34087989477311e-07,178,56,5,1
"1704","0x5d","Arithmetic mean","{132568}",30241901,2,4.59140153541977e-08,226,40,7,0
"1705","0x5d0b","Orbit","{170478}",30241901,2,7.02018640560559e-08,789,191,6,2
"1706","0x5d1944","Neodecanoic acid","{37113193}",30241901,2,9.68785723973572e-08,1,0,3,0
"1707","0x5d289","Dissipation factor","{61969376}",30241901,2,3.22928574657857e-06,15,31,7,0
"1708","0x5d3249","Crop protection","{35459956}",30241901,2,2.30663267612755e-07,15,0,2,0
"1709","0x5d5be4","Machine Design","{2583757,1732533}",30241901,2,2.50009219089954e-06,6,0,9,9
"1710","0x5d5bf9","Plate number","{1434100}",30241901,2,6.51065674713422e-07,3,0,9,0
"1711","0x5d5d","Order of magnitude","{17342}",30241901,2,1.04170507954147e-08,172,46,7,1
"1712","0x5d63e","Pressure vessel","{8306472}",30241901,2,6.76625511031337e-07,119,107,2,1
"1713","0x5d6cfc","Structural material","{580458,890765}",30241901,2,8.26096353775914e-07,1,0,1,1
"1714","0x5d701","Metalcore","{1837765}",30241901,2,7.19751652283486e-09,813,179,1,6
"1715","0x5d99e","Motor controller","{265325}",30241901,2,1.48082056993243e-06,32,35,4,1
"1716","0x5da2e4","Material flow","{1156201}",30241901,2,3.68920686966326e-09,1,0,4,0
"1717","0x5daea","Economic model","{767367}",30241901,2,4.30571432877143e-06,54,181,9,0
"1718","0x5dc2","1 (number)","{129099}",30241901,2,2.44211173172062e-07,316,314,7,12
"1719","0x5ddd","Operational amplifier","{1958653}",30241901,2,8.43798126487596e-08,118,166,4,1
"1720","0x5df01a","Offshore wind power","{3275015,1857407,1703997,1192600,76378599}",30241901,3,0.000678284560354274,25,0,2,1
"1721","0x5e2ae4","Irregularity of a surface","{3181375}",30241901,2,3.08530485341902e-08,11,0,7,0
"1722","0x5e2b0","Output impedance","{12189114}",30241901,2,5.53591842270612e-08,38,35,4,0
"1723","0x5e4d1e","Puretic power block","{31976188}",30241901,2,3.28401940330024e-07,4,0,5,0
"1724","0x5e6222","Dewatering","{1057422}",30241901,2,1.09097491438465e-08,13,0,6,0
"1725","0x5e6e8c","Value-form","{6961277,3538938}",30241901,2,5.55354873615423e-07,15,0,9,0
"1726","0x5e74e","Synthetic aperture radar","{395115}",30241901,3,2.06124622122036e-07,117,146,4,1
"1727","0x5e754","Pilot signal","{1832277}",30241901,2,6.84049937492372e-08,16,37,4,0
"1728","0x5e9bc4","Mechanical system","{50529,50467}",30241901,2,4.51472958744965e-06,26,0,5,0
"1729","0x5ea2c","Automatic control","{464661}",30241901,2,2.90752017999271e-07,28,62,4,0
"1730","0x5ebf4","ONS coding system","{1445915}",30241901,2,4.84392861986786e-08,322,28,2,0
"1731","0x5ecb","Physical quantity","{287527,287531}",30241901,2,4.58705361729911e-07,79,83,6,0
"1732","0x5edd3b","Spherical segment","{35249414}",30241901,2,3.49111972603089e-07,4,0,7,0
"1733","0x5ee5","Petroleum","{716397}",30241901,2,2.61833979452317e-07,2159,418,3,2
"1734","0x5ef900","Rate ratio","{1037796}",30241901,2,1.26473332111432e-08,3,0,6,0
"1735","0x5efe3","Contour line","{1896028}",30241901,2,3.41121733793511e-08,179,166,2,1
"1736","0x5f0d","Personal area network","{2604336}",30241901,3,8.83122811279464e-09,39,36,4,0
"1737","0x5f1324","Environmental issue","{1262401,45264,274391,350156,274375}",30241901,2,2.59665228947779e-06,60,0,9,1
"1738","0x5f36b","Emission standard","{35290859}",30241901,2,5.69873955278571e-07,95,49,2,1
"1739","0x5f438","Photovoltaics","{1504647}",30241901,2,2.56631979860549e-07,152,227,6,1
"1740","0x5f535","Delocalized electron","{972799}",30241901,2,3.22928574657857e-06,38,30,3,1
"1741","0x5f7d81","Beta angle","{507820}",30241901,2,4.6132653522551e-07,5,0,6,0
"1742","0x5fa553","AC/AC converter","{42555908}",30241901,2,1.00003687635982e-06,9,0,4,0
"1743","0x5fe5","Probability distribution","{92881,393191}",30241901,2,1.88626503888935e-07,502,146,4,1
"1744","0x5fed","Photoelectric effect","{413617}",30241901,2,6.36428577792857e-07,204,146,6,1
"1745","0x5ff0","Polygon","{1050249}",30241901,2,5.96175830137582e-07,455,160,7,1
"1746","0x5ff3","Pressure","{63036,1381535,210772,7347636,581295,1951792,1576865}",30241901,2,1.8740615831837e-06,1046,171,6,1
"1747","0x5ff59","Water mass","{2985451}",30241901,2,1.99875791472442e-05,12,19,2,0
"1748","0x5ff86","Process control","{441107,379450}",30241901,2,3.42175973147398e-07,109,65,4,1
"1749","0x601d","Phase (matter)","{259610}",30241901,2,2.30224744290297e-09,225,68,6,1
"1750","0x602f","Potential energy","{86500}",30241901,2,8.70207527499068e-06,337,105,6,0
"1751","0x6036b","Square (algebra)","{1509239}",30241901,2,7.48097084149476e-08,131,126,7,1
"1752","0x60399","Convex polygon","{4544640,46233238,589851}",30241901,2,2.30663267612755e-07,77,22,7,0
"1753","0x6042","Propeller","{6996391}",30241901,2,1.01977444628797e-06,961,138,5,1
"1754","0x604ad","Rankine cycle","{797121,797131}",30241901,2,8.09006867618849e-08,55,57,5,0
"1755","0x606804","Utilization rate","{7499653,6110974}",30241901,2,1.19031693047947e-06,0,0,6,0
"1756","0x606baa","Slide plate","{42125349}",30241901,2,7.82857150685714e-08,4,0,1,0
"1757","0x6081","Power set","{19646333}",30241901,2,5.45794774069618e-07,170,71,7,0
"1758","0x608ed","Greatest element","{2301099}",30241901,2,3.25095880528044e-08,51,22,7,0
"1759","0x60ae0b","Semi-major and semi-minor axes","{308076,3902503}",30241901,2,4.82516409284015e-08,7,0,6,0
"1760","0x60be4","Parallel (geometry)","{2756934,681993}",30241901,2,2.54670066924383e-07,221,60,7,1
"1761","0x60cb38","Bearing surface","{16671640,3478280}",30241901,2,1.18633529970983e-06,8,0,4,0
"1762","0x60de61","Pressure control","{2837910}",30241901,2,1.64479749401285e-08,1,0,9,0
"1763","0x60f5c2","Energy factor","{35601914}",30241901,2,1.07642858219286e-06,4,0,2,0
